b,AJ 1.2,CMg,DKB 58,DKB 64,DLGB 2
271,0.18504229589302396,0.17845332767159178,0.3815946839360123,-0.3601117328729058,0.20590784836357762
272,-0.19588783774584034,0.1444702298660447,0.4730444068885883,0.0733122650213802,0.2606619011280324
273,-0.029539215982351298,-0.07522964133906292,0.3061886669777968,-0.16400117960137067,0.18837517209332746
274,-0.03077023464162836,0.05553001034239977,0.5103982570458199,-0.2651099356905268,-0.2009142969500212
275,0.08854211122499704,-0.18950539004856984,0.4026641713115534,-0.0780682353980192,0.2581039070874244
276,0.12637173587500725,-0.043997484831704056,0.5471942207667355,-0.06682247207426559,0.3871379122750487
277,0.0436774754601752,-0.06561657829194315,0.6364824866498469,-0.09123230754715457,0.38036025014059627
278,-0.121151147911847,-0.12801276945916834,0.7615105120193065,-0.09001087694928234,0.2893524332005687
279,0.19838890047322405,0.16312698437839984,0.44168753768766483,-0.06826602198256432,-0.005206063071263717
280,0.015274849838479376,-0.07854180065793821,0.5505660016842366,-0.1687260092452876,0.3702848952052308
281,0.004713622185026134,-0.14888316988533962,0.7119903673996231,-0.07962722127414965,0.09564943407150987
282,0.2763375928633825,0.029737164891346292,0.27891542593218493,-0.058886760613550006,-0.015028295295585036
